"기후기술분류별(1)",기후기술분류별(2),2013,2013,2013,2013,2013
"기후기술분류별(1)",기후기술분류별(2),전체,대기업,중견기업,중소기업,연구소 등 비영리기관
"합계",소계,167827935,104108971,46611655,17107309,0
"감축",소계,154171751,95702904,43160320,15308528,0
"감축",비재생에너지,964377,604387,36864,323126,0
"감축",재생에너지,34098156,21580793,6925488,5591875,0
"감축",신에너지,12910625,11066473,1438815,405337,0
"감축",에너지저장,36124920,26013868,8288193,1822860,0
"감축",송배전 및 에너지관리,8998320,3301261,5106982,590076,0
"감축",에너지수요,56008935,28245596,21314968,6448371,0
"감축",온실가스 고정,5066419,4890526,49010,126883,0
"적응",소계,9162623,7496556,410827,1255240,0
"적응",농업축산,361661,3,43246,318412,0
"적응",물,8800962,7496553,367581,936828,0
"감축 및 적응 융복합",소계,4493561,909512,3040508,543541,0
"감축 및 적응 융복합",감축 및 적응 융복합,4493561,909512,3040508,543541,0
