"기후기술분류별(1)",기후기술분류별(2),2016,2016,2016,2016,2016
"기후기술분류별(1)",기후기술분류별(2),전체,대기업,중견기업,중소기업,연구소 등 비영리기관
"합계",소계,2041939,499345,383463,1076089,83042
"감축",소계,1941463,475855,358289,1024967,82352
"감축",비재생에너지,67261,49485,1014,-,16762
"감축",재생에너지,349158,11320,68648,213597,55592
"감축",신에너지,53904,2776,3459,47409,260
"감축",에너지저장,298408,149855,33977,113605,970
"감축",송배전 및 에너지관리,106407,44045,10069,47313,4980
"감축",에너지수요,1044259,218264,219393,603030,3572
"감축",온실가스 고정,22067,110,21729,12,216
"적응",소계,56985,5371,7266,44277,71
"적응",농업축산,13194,1,1526,11628,39
"적응",물,43791,5370,5740,32649,32
"감축 및 적응 융복합",소계,43491,18119,17908,6844,619
"감축 및 적응 융복합",감축 및 적응 융복합,43491,18119,17908,6844,619
