"기후기술분류별(1)",기후기술분류별(2),2015,2015,2015,2015,2015
"기후기술분류별(1)",기후기술분류별(2),전체,대기업,중견기업,중소기업,연구소 등 비영리기관
"합계",소계,194410,71664,69114,46712,6920
"감축",소계,183072,70386,66603,39400,6683
"감축",비재생에너지,3805,1891,157,1327,431
"감축",재생에너지,55475,18951,19171,14186,3167
"감축",신에너지,3566,1228,1314,962,62
"감축",에너지저장,35243,26043,3447,5691,62
"감축",송배전 및 에너지관리,4783,137,2399,1833,415
"감축",에너지수요,79831,22119,40016,15163,2533
"감축",온실가스 고정,368,17,99,239,14
"적응",소계,7301,69,436,6652,144
"적응",농업축산,1448,1,128,1248,71
"적응",물,5853,68,308,5404,72
"감축 및 적응 융복합",소계,4038,1209,2075,660,93
"감축 및 적응 융복합",감축 및 적응 융복합,4038,1209,2075,660,93
