"기후기술분류별(1)",기후기술분류별(2),2018,2018,2018,2018,2018
"기후기술분류별(1)",기후기술분류별(2),전체,대기업,중견기업,중소기업,연구소 등 비영리기관
"합계",소계,175744577,110213771,44504180,21026626,0
"감축",소계,162524639,102007169,41572902,18944568,0
"감축",비재생에너지,738180,346961,34849,356370,0
"감축",재생에너지,40675757,26300317,7163058,7212382,0
"감축",신에너지,9719272,8170656,1175772,372844,0
"감축",에너지저장,44212526,32589509,9017704,2605313,0
"감축",송배전 및 에너지관리,8442364,3945080,3783737,713547,0
"감축",에너지수요,53916415,26140773,20298431,7477211,0
"감축",온실가스 고정,4820125,4513872,99351,206902,0
"적응",소계,8988444,7185270,396565,1406608,0
"적응",농업축산,409467,-,51953,357514,0
"적응",물,8578977,7185270,344612,1049095,0
"감축 및 적응 융복합",소계,4231493,1021331,2534712,675450,0
"감축 및 적응 융복합",감축 및 적응 융복합,4231493,1021331,2534712,675450,0
