"기후기술분류별(1)",기후기술분류별(2),2016,2016,2016,2016,2016
"기후기술분류별(1)",기후기술분류별(2),전체,대기업,중견기업,중소기업,연구소 등 비영리기관
"합계",소계,197867,72275,68485,49897,7210
"감축",소계,185669,70968,65984,41742,6975
"감축",비재생에너지,4060,1891,227,1467,475
"감축",재생에너지,55092,19277,17280,15246,3288
"감축",신에너지,3977,1553,1305,1040,79
"감축",에너지저장,35147,25607,3492,5983,66
"감축",송배전 및 에너지관리,5035,134,2465,2005,431
"감축",에너지수요,81953,22492,41114,15725,2622
"감축",온실가스 고정,406,13,103,275,15
"적응",소계,8099,98,477,7376,149
"적응",농업축산,1516,-,142,1298,76
"적응",물,6584,98,335,6078,73
"감축 및 적응 융복합",소계,4098,1209,2024,780,85
"감축 및 적응 융복합",감축 및 적응 융복합,4098,1209,2024,780,85
